Game,Total_Sales,Copies,Publisher,Year,Console,JP_Sales,NA_Sales,Other_Sales,EU_Sales,User_Score,Critic_Score
The Dukes of Hazzard II: Daisy Dukes It Out,0.3,,SouthPeak Interactive,2000,PS,,0.17,0.02,0.11,,
Pro Evolution Soccer 2013,0.3,,Konami Digital Entertainment,2012,X360,,0.08,0.03,0.2,,
Famista '91,0.3,,Namco,1990,NES,0.3,,0,,,
Tom Clancy's Rainbow Six: Siege,0.3,,Ubisoft,2015,PC,,0.18,0.03,0.09,,
LEGO Marvel's Avengers,0.3,,Warner Bros. Interactive Entertainment,2016,3DS,0.03,0.08,0.02,0.17,,
Super Robot Taisen OG: Original Generations Gaiden,0.3,,Banpresto,2007,PS2,0.3,,,,,
PowerUp Heroes,0.3,,Ubisoft,2011,X360,,0.18,0.03,0.09,,4
Decathlete,0.3,,Sega,1996,SAT,0.3,,0,,,
My Hero One's Justice,0.3,,Bandai Namco Entertainment,2018,PS4,0.04,0.16,0.05,0.05,,
Looney Tunes: Duck Amuck,0.3,,Warner Bros. Interactive,2007,DS,,0.28,0.02,0,,6.4
Resident Evil Archives: Resident Evil,0.3,,Capcom,2009,Wii,0.08,0.16,0.02,0.04,,7.6
Tales of the Tempest,,0.3,Namco,2006,DS,,,,,,
Magna Carta 2,0.3,,Namco Bandai,2009,X360,0.07,0.13,0.02,0.07,,6.6
LEGO City Undercover,0.3,,Warner Bros. Interactive Entertainment,2017,XOne,,0.15,0.03,0.12,,
Jonas,0.3,,Disney Interactive Studios,2009,DS,,0.27,0.02,0,,
Romance of the Three Kingdoms VIII,0.3,,KOEI,2003,PS2,0.19,0.05,0.01,0.04,,
Stranglehold,0.3,,Midway Games,2007,PS3,0,0.24,0.03,0.03,,
Fossil Fighters (JP sales),0.3,,Nintendo,2009,DS,0.3,,,,,
Daikaijyuu Monogatari,0.3,,Hudson Soft,1994,SNES,0.3,,,,,
Hard Hitter Tennis,0.3,,Atlus,2002,PS2,,0.15,0.04,0.11,,
Sorcery,0.3,,Sony Computer Entertainment,2012,PS3,,0.14,0.05,0.11,,
Stronghold 2,,0.3,2K Games,2005,PC,,,,,,
.hack//G.U. Last Recode,,0.3,Bandai Namco Entertainment,2017,All,,,,,,
The Jackbox Party Pack,,0.31,Jackbox Games,2014,PC,,,,,,
NHL FaceOff 2000,0.31,,989 Studios,1999,PS,,0.17,0.02,0.12,,
Jonah Lomu Rugby Challenge,0.31,,Mad Catz,2011,X360,,0.09,0.03,0.19,,
Star Wars Racer Revenge,0.31,,LucasArts,2002,PS2,,0.15,0.04,0.12,,7.8
Cabela's Outdoor Adventures (2009),0.31,,Activision,2009,Wii,,0.28,0.02,,,
Dream Daddy: A Dad Dating Simulator,,0.31,Unknown,,PC,,,,,,
Spider-Man 3,0.31,,Activision,2007,PSP,,0.01,0.06,0.24,,5.3
NCAA Final Four 2002,0.31,,Sony Computer Entertainment,2001,PS2,,0.15,0.04,0.12,,
TRON: Evolution,0.31,,Disney Interactive Studios,2010,X360,,0.24,0.02,0.05,,
LEGO Ninjago: Shadow of Ronin,0.31,,Warner Bros. Interactive Entertainment,2015,3DS,0.05,0.05,0.02,0.19,,
Calvin Tucker's Redneck Jamboree,0.31,,Zoo Games,2008,Wii,,0.28,0.02,0,,
South Park: Chef's Luv Shack,0.31,,Acclaim Entertainment,1999,PS,,0.17,0.02,0.12,,3.1
Music Maker,0.31,,Magix,2003,PS2,,0.15,0.04,0.12,,
Slot Machine,0.31,,Atari,1979,2600,,0.29,0,0.02,,
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,0.31,,Konami,1993,SNES,0.31,,0,,,
Dynasty Warriors 8: Xtreme Legends,0.31,,Tecmo Koei,2014,PS4,0.06,0.09,0.04,0.12,,
Astroblast,0.31,,Mattel Interactive,1982,2600,,0.29,0,0.02,,
40 Winks,0.31,,GT Interactive,1999,PS,,0.17,0.02,0.12,,5.5
Blade II,0.31,,Activision,2002,PS2,,0.15,0.04,0.12,,
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,0.31,,Mentor Interactive,2009,DS,,0.29,0.02,,,
The Settlers 7: Paths to a Kingdom,0.31,,Ubisoft,2010,PC,,,0.04,0.27,,7.8
Math Play,0.31,,Natsume,2007,DS,,0.28,0.02,0,,
Blackguards,,0.31,Daedalic Entertainment,2014,PC,,,,,,
A Collection of Intellivision Classic Games,0.31,,Activision,1999,PS,,0.17,0.02,0.12,,4.3
Star Wars Episode III: Revenge of the Sith,0.31,,Ubisoft,2005,DS,,0.25,0.02,0.03,,7.3
Silent Hill: Shattered Memories,0.31,,Konami,2010,PSP,0.01,0.09,0.07,0.13,,7.8
Her Story,,0.31,Sam Barlow,2015,PC,,,,,,8.7
Bruce Lee: Quest of the Dragon,0.31,,Universal Interactive,2002,XB,,0.23,0.01,0.07,,
Spin Jam,0.31,,Empire Interactive,2000,PS,,0.17,0.02,0.12,,
KuruKuru Kururin,0.31,,Nintendo,2001,GBA,0.3,,0.01,,,7.2
Disney's The Emperor's New Groove,0.31,,Sony Computer Entertainment,2000,PS,,0.17,0.02,0.12,,
NBA Live 08,0.31,,Electronic Arts,2007,PSP,0,0.28,0.02,0,,6.8
Disney's Stitch: Experiment 626,0.31,,Disney Interactive Studios,2002,PS2,,0.15,0.04,0.12,,
RPG Tsukuru 2,0.31,,ASCII Entertainment,1996,SNES,0.31,,0,,,
Yuu Yuu Hakusho 2: Kakutou no Sho,0.31,,Namco,1994,SNES,0.31,,,,,
Orphen: Scion of Sorcery,0.31,,Activision,2000,PS2,,0.15,0.04,0.12,,
NASCAR 2011: The Game,0.31,,Activision,2011,X360,,0.29,0.02,,,6
Agony,,0.31,PlayWay,2018,Series,,,,,,
Agony,,0.31,PlayWay,2018,All,,,,,,
Shrek: Forever After,0.31,,Activision,2010,DS,,0.18,0.03,0.1,,
Tales of the World: Radiant Mythology,,0.31,Namco Bandai,2007,PSP,,,,,,7
Ultimate Spider-Man,0.3,,Activision,2005,GBA,,0.22,0.01,0.08,,
F1 2013,0.3,,Codemasters,2013,X360,0,0.01,0.02,0.28,,
Resident Evil: Revelations 2,0.3,,Capcom,2015,PS3,0.17,0.06,0.02,0.05,,
Contra 4,0.3,,Konami,2007,DS,0.01,0.28,0.02,,,8.1
Shrek Swamp Kart Speedway,0.3,,TDK Mediactive,2002,GBA,,0.22,0.01,0.08,,
The King of Fighters XIII,0.3,,Atlus,2011,PS3,0.04,0.17,0.03,0.07,,7.8
Def Jam Rapstar,0.3,,Konami,2010,X360,,0.26,0.02,0.03,,7.4
Gameboy Gallery,0.3,,Nintendo,1995,GB,0.3,,0,,,
Virtua Cop 2,0.3,,Sega,1996,SAT,0.3,,,,,
Agents of Mayhem,,0.3,Deep Silver,2017,All,,,,,,
Asterix & Obelix Take On Caesar,,0.3,Cryo Interactive,1999,All,,,,,,
Atlantis: The Lost Tales,,0.3,Interplay Productions,1997,All,,,,,,
Bloodstained: Curse of the Moon,,0.3,Inti Creates,2018,NS,,,,,,
Disney's Aladdin in Nasira's Revenge,,0.3,Sony Computer Entertainment,2001,All,,,,,,
Dragon Lore,,0.3,Mindscape,1994,All,,,,,,
Dreamfall: The Longest Journey,,0.3,Aspyr,2006,All,,,,,,
Earth Defense Force 5,,0.3,D3 Publisher,2018,PS4,,,,,6.5,
Earth Defense Force 6,,0.3,D3 Publisher,2022,All,,,,,,
Endless Space,,0.3,Iceberg Interactive,2012,PC,,,,,,
Fallout Tactics,,0.3,14 Degrees East,2001,PC,,,,,,
Front Mission 3,,0.3,Square,2000,PS,,,,,,
Gabriel Knight,,0.3,Sierra Online,1993,Series,,,,,,
Galactic Civilizations II: Dread Lords,,0.3,Stardock,2006,PC,,,,,,
God Wars,,0.3,Kadokawa Games,2017,Series,,,,,,
Grand Prix 3,,0.3,Microprose,2000,PC,,,,,,9.3
In Memoriam,,0.3,The Adventure Company,2004,All,,,,,,
Jagged Alliance 2,,0.3,TalonSoft,1999,PC,,,,,,
Little Big Adventure 2,,0.3,Unknown,,PC,,,,,,
Lode Runner,,0.3,Broderbund,1983,All,,,,,,
Monster Truck Madness 64,0.3,,Rockstar Games,1999,N64,,0.24,0,0.06,,5.5
Natural Selection 2,,0.3,Unknown,,PC,,,,,,
Nobunaga's Ambition: Sphere of Influence,,0.3,Koei Tecmo,2013,All,,,,,,
Putt-Putt Joins the Parade,,0.3,Humongous Entertainment,1992,All,,,,,,
Quake II,0.3,,Activision,1999,N64,,0.24,0,0.06,,
Ridiculous Fishing,,0.3,Unknown,,iOS,,,,,,
Sherlock Holmes: Crimes & Punishments,,0.3,Focus Home Interactive,2014,PC,,,,,,
Shovel Knight,,0.3,Yacht Club Games,2014,WiiU,,,,,,9
Silent Hill 3,,0.3,Konami,2003,PS2,,,,,9,8.4
Silent Hunter,,0.3,SSI,1996,PC,,,,,,
Slime Rancher 2,,0.3,Monomi Park,2022,All,,,,,,
SNK Heroines: Tag Team Frenzy,,0.3,NIS America,2018,All,,,,,,
Stonekeep,,0.3,Interplay Productions,1995,All,,,,,,
Terraria,,0.3,505 Games,2013,X360,,,,,,7.8
The Dig,,0.3,LucasArts,1995,PC,,,,,,
The Settlers IV,,0.3,Blue Byte,2001,PC,,,,,,
Tropico 2: Pirate Cove,,0.3,Gathering of Developers,2003,All,,,,,,
Uniracers,,0.3,Nintendo,1994,SNES,,,,,,
VA-11 HALL-A,,0.3,Ysbryd Games,2016,PC,,,,,,8.4
Warcraft: Orcs & Humans,,0.3,Blizzard Entertainment,1994,PC,,,,,,
SoulCalibur VI,0.3,,Bandai Namco Games,2018,XOne,,0.26,0.03,0.01,,
Kingdom Rush,,0.3,Ironhide Game Studio,2011,PC,,,,,,
The Jackbox Party Pack 2,,0.3,Jackbox Games,2015,PC,,,,,,
Crazy Taxi: Catch a Ride,0.3,,THQ,2003,GBA,,0.21,0.01,0.08,,4.8
Imagine: Family Doctor,0.3,,Ubisoft,2009,DS,,0.27,0.02,0.01,,
Nounai Aeshe: IQ Suppli DS,0.3,,Spike,2006,DS,0.3,,,,,
Macross Digital Mission VF-X,0.3,,Bandai,1997,PS,0.28,,0.02,,,
Rayman 2: Revolution,0.3,,Ubisoft,2001,PS2,,0.15,0.04,0.11,,8.7
Yu Yu Hakusho Ghost Files: Spirit Detective,0.3,,Atari,2003,GBA,,0.21,0.01,0.08,,
Super Bomberman 5,0.3,,Hudson Soft,1997,SNES,0.3,,0,,,
Army Men: Air Attack 2,0.3,,3DO,2000,PS,,0.17,0.02,0.11,,
Saint Seiya: Soldiers' Soul,0.3,,Namco Bandai Games,2015,PS4,0.05,,0.04,0.21,,
Devil May Cry 4,,0.3,Capcom,2008,PC,,,,,,7.5
Invizimals: Shadow Zone,0.3,,Sony Computer Entertainment,2011,PSP,,0.05,0.08,0.16,,
NBA Live 2003,0.3,,EA Sports,2002,GC,,0.23,0.01,0.06,,8.4
Pride FC: Fighting Championships,0.3,,THQ,2003,PS2,,0.15,0.04,0.11,,
Eternal Ring,0.3,,Agetec,2000,PS2,0.1,0.1,0.03,0.07,,
Dragon Force,0.3,,Working Designs,1996,SAT,0.3,,0,,,9
Dynasty Warriors 6,0.3,,KOEI,2008,X360,0.06,0.15,0.02,0.06,,6.2
LYNE,,0.3,Unknown,,PC,,,,,,
LEGO DC Super-Villains,0.3,,Warner Bros. Interactive Entertainment,2018,XOne,,0.2,0.03,0.07,,
WWE 2K17,0.3,,2K Games,2016,X360,,0.14,0.03,0.13,,
Dance Dance Revolution Universe 3,0.3,,Konami,2008,X360,,0.28,0.02,,,
Final Fantasy Type-0 HD,0.3,,Square Enix,2015,XOne,,0.2,0.03,0.07,,
Winning Post 2,0.3,,KOEI,1995,SNES,0.3,,,,,
Star Gladiator Episode: I Final Crusade,0.3,,Capcom,1996,PS,0.15,0.07,0.02,0.05,,
LISA,,0.3,Unknown,,PC,,,,,,
Call of Duty: Black Ops 3,0.3,,Activision,2015,PC,,,0.02,0.28,,
The Smurfs: Dance Party,0.3,,Ubisoft,2011,Wii,,0.23,0.03,0.04,,
Just Dance 2018,0.3,,Ubisoft,2017,PS4,,0.1,0.05,0.15,,
Showdown: Legends of Wrestling,0.3,,Acclaim Entertainment,2004,PS2,,0.15,0.04,0.11,,
Squinkies,0.3,,Activision,2011,DS,,0.26,0.02,0.02,,
Far East of Eden Zero,0.3,,Hudson Soft,1995,SNES,0.3,,0,,,
Wacky Races: Crash & Dash,0.3,,Eidos Interactive,2008,Wii,,0.27,0.02,0,,
Rapala Pro Bass Fishing 2010,0.3,,Activision,2010,Wii,,0.22,0.03,0.05,,
Full Spectrum Warrior,0.3,,THQ,2005,PS2,,0.15,0.04,0.11,,8.5
Starhawk,0.3,,Sony Computer Entertainment,2012,PS3,0.03,0.18,0.03,0.05,,
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,0.3,,Namco Bandai,2010,Wii,0.3,,,,,
Fist of the North Star: Ken's Rage 2,0.3,,Tecmo Koei,2013,PS3,0.3,,,,,5
Sonic & Sega All-Stars Racing Transformed,0.3,,Sega,2013,3DS,,0.12,0.02,0.15,,
The Sims 2: Pets,0.3,,Electronic Arts,2006,PS2,,0.02,0.27,0.01,,
FIFA 15,0.3,,EA Sports,2014,PC,,,0.02,0.28,,7
Angry Birds: Star Wars,0.3,,Activision,2013,PS3,,0.1,0.05,0.15,,
Power Pro Kun Pocket 6,0.3,,Konami,2003,GBA,0.29,,0.01,,,
Power Pro Kun Pocket 10,0.3,,Konami,2007,DS,0.3,,,,,
The Suite Life of Zack & Cody: Circle of Spies,0.3,,Disney Interactive Studios,2007,DS,,0.17,0.03,0.09,,
Shaun White Snowboarding: World Stage,0.3,,Ubisoft,2009,Wii,,0.24,0.02,0.03,,7.2
Finding Nemo: The Continuing Adventures,0.3,,THQ,2004,GBA,,0.21,0.01,0.08,,8
MySims Party,0.3,,Electronic Arts,2009,DS,,0.15,0.03,0.12,,
Spirit: Stallion of the Cimarron,0.3,,THQ,2002,GBA,,0.21,0.01,0.08,,
Shrek the Third,0.3,,Activision,2007,DS,,0.26,0.02,0.02,,
Future Cop L.A.P.D.,0.3,,Electronic Arts,1998,PS,,0.16,0.02,0.11,,
Hamster Tarou,0.3,,Jorudan,1999,GB,0.3,,,,,
Star Saviors,,0.3,Unknown,,PC,,,,,,
Capcom Classics Collection Remixed,0.3,,Capcom,2006,PSP,,0.27,0.02,0,,7.7
Shark Tale,0.3,,Activision,2004,GC,,0.23,0.01,0.06,,
Radiant Historia,0.3,,Atlus,2011,DS,0.09,0.19,0.02,,,8.5
Guitar Hero: Van Halen,0.3,,Activision,2009,X360,,0.16,0.03,0.1,,6.2
MLB SlugFest Loaded,0.3,,Midway Games,2004,PS2,,0.14,0.04,0.11,,
Batman: The Brave and the Bold the Videogame,0.3,,Warner Bros. Interactive,2010,DS,,0.23,0.02,0.04,,7.5
Dreamworks Madagascar Kartz,0.3,,Activision,2009,PS3,,0.19,0.04,0.07,,
Pit People,,0.3,The Behemoth,2018,PC,,,,,,
Dark and Light,,0.3,Unknown,,PC,,,,,,
Teenage Mutant Ninja Turtles,0.3,,Konami,2003,XB,,0.22,0.01,0.06,,
Phineas and Ferb Ride Again,0.3,,Disney Interactive Studios,2010,DS,,0.24,0.02,0.03,,
Sniper Elite 4,0.3,,Rebellion Developments,2017,XOne,,0.18,0.03,0.09,,
FIFA 13,0.3,,EA Sports,2012,3DS,,0.06,0.02,0.21,,
I Spy: Spooky Mansion,0.3,,Storm City Games,2010,Wii,,0.27,0.02,,,
N3: Ninety-Nine Nights,0.3,,Microsoft Game Studios,2006,X360,0.05,0.2,0.02,0.03,,6.3
Syphon Filter: Dark Mirror,0.3,,Sony Computer Entertainment,2006,PSP,,0.26,0.03,0.01,,8.5
Bejeweled 3,,0.3,PopCap Games,2010,PC,,,,,,8.1
AMF Bowling 2004,0.3,,Mud Duck Productions,2003,XB,,0.22,0.01,0.06,,
Harry Potter and the Order of the Phoenix,0.3,,Electronic Arts,2007,X360,,0.24,0.02,0.03,,
Scooby-Doo! Night of 100 Frights,0.3,,THQ,2002,GC,,0.23,0.01,0.06,,
MySims SkyHeroes,0.3,,Electronic Arts,2010,Wii,,0.16,0.03,0.1,,6.4
The Walking Dead: Season Two,0.3,,Telltale Games,2014,PS4,0.03,0.13,0.05,0.09,,
There's Poop In My Soup,,0.29,Unknown,,PC,,,,,,
Imagine: Makeup Artist,0.29,,Ubisoft,2020,DS,,0.27,0.02,,,
Sword Art Online: Fatal Bullet,0.29,,Namco Bandai Games,2018,PS4,0.13,0.11,0.03,0.03,,
Spider-Man: Friend or Foe,0.29,,Activision,2007,X360,,0.26,0.02,0.01,,5.9
RealSports Boxing,0.29,,Atari,1987,2600,,0.28,0,0.02,,
Grandia II,0.29,,Ubisoft,2002,PS2,,0.14,0.04,0.11,,7.4
Lego Star Wars: The Force Awakens,0.29,,Warner Bros. Interactive Entertainment,2016,WiiU,0.02,0.12,0.02,0.13,,
Blood Bowl 2,,0.29,Unknown,,PC,,,,,,
Front Mission Evolved,0.29,,Square Enix,2010,PS3,0.11,0.09,0.03,0.07,,
Fable: The Journey,0.29,,Microsoft Studios,2012,X360,,0.19,0.03,0.08,,
Need for Speed Underground,0.29,,Electronic Arts,2003,GBA,,0.21,0.01,0.08,,
Power Pro Kun Pocket 4,0.29,,Konami,2002,GBA,0.29,,0.01,,,
Naruto to Boruto: Shinobi Striker,0.29,,Bandai Namco Games,2018,PS4,0.02,0.19,0.05,0.03,,8.5
Rabbids: Alive & Kicking,0.29,,Ubisoft,2011,X360,,0.15,0.03,0.11,,
Guardian Heroes,0.29,,Sega,1996,SAT,0.29,,,,,
WWII Aces,0.29,,Destineer,2008,Wii,,0.27,0.02,,,
Glory of Heracles,0.29,,Nintendo,2010,DS,0.08,0.19,0.02,,,6.8
Outlaw Golf,0.29,,Simon & Schuster Interactive,2002,XB,,0.22,0.01,0.06,,
Mini Ninjas,0.29,,Eidos Interactive,2009,X360,,0.12,0.03,0.14,,
ExerBeat,0.29,,Namco Bandai,2011,Wii,,0.1,0.03,0.16,,
Gears of War Triple Pack,0.29,,Microsoft Game Studios,2011,X360,,0.27,0.02,,,
Fisherman's Bait 2: Big Ol' Bass,0.29,,Konami,1999,PS,,0.16,0.02,0.11,,
Lupin the 3rd: Treasure of the Sorcerer King,0.29,,Bandai,2004,PS2,0.25,0.02,0.01,0.02,,
Yooka-Laylee,0.29,,Team17 Software,2018,PS4,,0.09,0.05,0.16,,
Call of Juarez: The Cartel,0.29,,Ubisoft,2011,PS3,,0.12,0.05,0.12,,5.4
NES Remix,0.29,,Nintendo,2013,WiiU,0.09,0.18,0.02,,,
Ben 10 Alien Force: Vilgax Attacks,0.29,,D3 Publisher,2009,PS2,,0.11,0.15,0.03,,
Nicktoons: Battle for Volcano Island,0.29,,THQ,2006,DS,,0.27,0.02,0,,
NBA Street V3,0.29,,EA Sports BIG,2005,GC,,0.23,0.01,0.06,,
WinBack: Covert Operations,0.29,,KOEI,2001,PS2,,0.14,0.04,0.11,,
Assassin's Creed IV: Black Flag,0.29,,Ubisoft,2013,WiiU,,0.17,0.03,0.1,,8.5
Shrek: Forever After,0.29,,Activision,2010,Wii,,0.18,0.03,0.09,,
X-Men Legends II: Rise of Apocalypse,0.29,,Activision,2005,PSP,,0.25,0.02,0.01,,8.5
Dynasty Warriors: Strikeforce,0.29,,Tecmo Koei,2010,PS3,0.07,0.11,0.03,0.08,,6.8
Strider (2014),,0.29,Capcom,2014,PC,,,,,,
Kagero: Deception II,0.29,,Tecmo,1998,PS,0.22,0.03,0.02,0.02,,
Up,0.29,,THQ,2009,X360,,0.2,0.03,0.07,,6.5
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,0.29,,Konami,2000,PS,0.27,,0.02,,,
Harvest Moon: Magical Melody,0.29,,Natsume,2009,Wii,,0.23,0.02,0.04,,6.3
Alvin and the Chipmunks: The Squeakquel,0.29,,Majesco,2009,DS,,0.27,0.02,0,,
NBA Live 06,0.29,,EA Sports,2005,X360,,0.27,0.02,0,,6.5
Kenka Bancho: Badass Rumble,0.29,,Atlus,2009,PSP,0.2,0.07,0.01,,,7
FlatOut: Head On,0.29,,Warner Bros. Interactive,2008,PSP,,0.13,0.06,0.11,,7.3
J-League Victory Goal '96,0.29,,Sega,1996,SAT,0.29,,0,,,
Talon Man Remastered,,0.29,Out of crumpét's:,2018,Amig,,,,,9,
Zoo Tycoon 2 DS,0.29,,THQ,2008,DS,,0.24,0.02,0.03,,6.9
TouchMaster: Connect,0.29,,Warner Bros. Interactive,2010,DS,,0.1,0.03,0.16,,
Jeopardy! 2nd Edition,0.29,,Hasbro Interactive,2000,PS,,0.16,0.02,0.11,,
SD Gundam G Century,0.29,,Bandai,1997,PS,0.27,,0.02,,,
Wanted: Weapons of Fate,0.29,,Warner Bros. Interactive,2009,PS3,0.01,0.14,0.04,0.1,,6.2
Ratchet & Clank: Size Matters,0.29,,Sony Computer Entertainment,2008,PS2,0.03,0.13,0.03,0.1,,
Just Dance 2017,0.29,,Ubisoft,2017,NS,,0.07,0.02,0.2,,6.5
NieR,0.29,,Square Enix,2010,X360,0.04,0.13,0.02,0.1,,6.4
Ace Combat: Joint Assault,0.29,,Namco Bandai,2010,PSP,0.15,0.06,0.03,0.05,,7
Atelier Iris 3: Grand Phantasm (US Sales),0.29,,NIS America,2007,PS2,,0.14,0.04,0.11,,6.1
Itadaki Street 2: Neon Sign wa Bara Iro ni,0.29,,Enix,1994,SNES,0.29,,0,,,
Imagine: Fashion Designer World Tour,0.29,,Ubisoft,2009,DS,,0.27,0.02,,,
From TV Animation One Piece: Treasure Battle!,0.29,,Bandai,2002,GC,0.28,,0.01,,,
NHL 19,0.29,,EA Sports,2018,XOne,,0.26,0.03,,,
Sonic Adventure DX: Director's Cut,,0.29,Activision,2004,PC,,,,,,
Dolphin,0.29,,Activision,1983,2600,,0.27,0,0.02,,
Area 51,0.29,,Midway Games,2005,XB,,0.22,0.01,0.06,,
Karaoke Revolution Glee: Volume 3,0.29,,Konami,2011,Wii,,0.23,0.02,0.04,,
Just Dance Wii 2,0.29,,Nintendo,2012,Wii,0.29,,,,,
The Godfather: Dons Edition,0.29,,Electronic Arts,2007,PS3,,0.25,0.03,0.02,,
Prince of Persia: Rival Swords,0.29,,Ubisoft,2007,Wii,,0.24,0.02,0.03,,7
Hamster Club 4: Shigessa Daidassou,0.29,,Jorudan,2003,GBA,0.28,,0.01,,,
The Chronicles of Riddick: Assault on Dark Athena,0.29,,Atari,2009,X360,,0.16,0.03,0.1,,8.2
John Deere: Harvest in the Heartland,0.29,,Destineer,2007,DS,,0.23,0.02,0.04,,
Mega Man X8,0.29,,Capcom,2004,PS2,,0.14,0.04,0.11,,
Everspace,,0.29,Unknown,,PC,,,,,,
Ford Mustang: The Legend Lives,0.29,,2K Games,2005,PS2,,0.14,0.04,0.11,,
Phoenix Wright: Ace Attorney: Spirit of Justice,0.29,,Capcom,2016,3DS,0.29,,,,,8.1
Fast Food,0.29,,Unknown,1982,2600,,0.27,0,0.02,,
Trace Memory,0.29,,Nintendo,2005,DS,0.12,0.15,0.01,0.01,,6.5
Sesame Street: Cookie's Counting Carnival,0.29,,Warner Bros. Interactive,2010,Wii,,0.27,0.02,,,
Jikkyou Powerful Pro Yakyuu 8,0.29,,Konami,2001,PS2,0.29,,,,,
Forsaken 64,0.29,,Acclaim Entertainment,1998,N64,,0.23,0,0.06,,8.3
Hatsune Miku: Project Diva Extend,,0.29,Sega,2011,PSP,,,,,,
Jeremy McGrath Supercross 2000,0.29,,Acclaim Entertainment,2000,N64,,0.23,0,0.06,,
Ken Griffey Jr.'s Slugfest,0.29,,Nintendo,1999,N64,,0.23,0,0.06,,
Naruto Shippuden: Ultimate Ninja 4,,0.29,Namco Bandai,2009,PS2,,,,,,
Supercross 2000,0.29,,Electronic Arts,1999,N64,,0.23,0,0.06,,
The New Tetris,0.29,,Nintendo,1999,N64,0.02,0.22,0,0.05,,
Top Gear Overdrive,0.29,,Kemco,1998,N64,,0.23,0,0.06,,
War Gods,0.29,,Midway Games,1997,N64,,0.23,0,0.06,,
Xena: Warrior Princess - The Talisman of Fate,0.29,,Titus,1999,N64,,0.23,0,0.06,,
Duel Masters: Sempai Legends,0.29,,Atari,2004,GBA,,0.21,0.01,0.08,,7.1
Trauma Center: New Blood,0.29,,Atlus,2007,Wii,0.01,0.22,0.02,0.04,,7.5
Marvel Super Hero Squad,0.29,,THQ,2009,PS2,,0.14,0.04,0.11,,
BATTLETECH,,0.29,Unknown,,PC,,,,,,
Heroes of the Pacific,0.29,,Ubisoft,2005,PS2,,0.14,0.04,0.11,,
The BIGS 2,0.29,,2K Sports,2009,Wii,,0.26,0.02,0.01,,6.3
The Lord of the Rings: The Third Age,0.29,,Electronic Arts,2004,GC,,0.22,0.01,0.06,,7.9
Tricolour Lovestory,,0.29,Unknown,,PC,,,,,,
Nicktoons: Battle for Volcano Island,0.29,,THQ,2006,GC,,0.22,0.01,0.06,,
Sonic Boom: Shattered Crystal,0.29,,Sega,2014,3DS,,0.17,0.03,0.09,,3.8
LEGO Harry Potter: Years 5-7,0.29,,Warner Bros. Interactive,2011,PSP,,0.11,0.06,0.12,,
Mah Jong Quest: Expeditions,0.29,,Activision,2007,DS,,0.02,0.01,0.26,,
Madden NFL 08,0.29,,EA Sports,2007,XB,,0.22,0.01,0.06,,
Overcooked! 2,0.29,,Sold Out,2018,NS,0.01,0.17,0.03,0.09,,8.4
DX Game of Life,0.29,,Takara,1996,PS,0.27,,0.02,,,
Montaro,,0.29,Unknown,,PC,,,,,,
Alien: Isolation,0.29,,Sega,2014,X360,,0.16,0.03,0.11,,
Pirates of the Caribbean,0.29,,Bethesda Softworks,2003,XB,,0.22,0.01,0.06,,
RPG Maker,0.29,,Agetec,2000,PS,0.29,,,,,
Mass Effect Trilogy,0.29,,Electronic Arts,2012,PC,,0.09,0.02,0.17,,
The Punisher,0.29,,THQ,2005,XB,,0.22,0.01,0.06,,
The Legend of Legacy,0.29,,Atlus,2015,3DS,0.11,0.14,0.02,0.02,,6
Turning Point: Fall of Liberty,0.29,,Codemasters,2008,X360,,0.23,0.02,0.04,,
Majin and the Forsaken Kingdom,0.29,,Namco Bandai,2010,PS3,0.01,0.09,0.05,0.14,,7
MLB Pennant Race,0.29,,Sony Computer Entertainment,1996,PS,,0.16,0.02,0.11,,
Monkey Island 2 Special Edition: LeChuck's Revenge,,0.29,LucasArts,2010,PC,,,,,,
Disgaea 3: Absence of Detention,0.29,,NIS America,2012,PSV,0.07,0.11,0.04,0.06,,
Cars 3: Driven to Win,0.29,,Warner Bros. Interactive Entertainment,2017,PS4,0.01,0.06,0.04,0.18,,
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,0.29,,Angel Studios,1991,SNES,0.29,,0,,,
The Sims 2,0.29,,Electronic Arts,2004,PC,,0.02,0.03,0.24,,8.9
MLB Power Pros,0.29,,2K Sports,2007,Wii,0.04,0.23,0.02,,,8.5
Shrek Super Party,0.29,,TDK Mediactive,2002,PS2,,0.14,0.04,0.11,,
Aragami,,0.29,Lince Works,2016,PC,,,,,,
"Sakura Wars 4: Koi Seyo,Otome",0.29,,Sega,2002,DC,0.29,,,,,
"Sakura Wars: So Long, My Love",0.29,,NIS America,2010,PS2,0.15,0.07,0.02,0.05,,8.8
Dynasty Tactics,0.29,,KOEI,2002,PS2,0.16,0.06,0.02,0.05,,
One Piece Unlimited Cruise 2: Awakening of a Hero,0.29,,Namco Bandai,2009,Wii,0.17,,0.01,0.1,,
Skylanders Imaginators,0.29,,Activision,2016,X360,,0.14,0.02,0.12,,
Downwell,,0.29,Unknown,,PC,,,,,,
